Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Flickstree,Tech,unknown,40900.0,Mumbai,2020,Technology
Settl,TravelTech,unknown,111909478.7413793,Gurugram,2020,Technology
Fanspole,Entertainment,Early Stage,111909478.7413793,Thane,2020,Other
Sarva,Healthcare,unknown,111909478.7413793,Mumbai,2020,Healthcare
Univ.ai,EdTech,unknown,111909478.7413793,Bangalore,2020,Technology
PurohitJi,Linguistic Spiritual,unknown,111909478.7413793,Bangalore,2020,Other
CredoLab,Tech,Series A to Series H,7000000.0,Singapore,2020,Technology
Brick&Bolt,Construction,Series A to Series H,2200000.0,Bangalore,2020,Other
Grinntech,Battery manufacturer,unknown,2000000.0,Chennai,2020,Other
6Degree,Fashion,unknown,340000.0,Mumbai,2020,Other
Exprs,Nano Distribution Network,unknown,5660000.0,unknown,2020,Other
Bikayi,E-commerce,Early Stage,2000000.0,Hyderabad,2020,E-Commerce & Marketplace
Virtual Forest,Tech,unknown,111909478.7413793,Bangalore,2020,Technology
The Health company,AI health,unknown,350000.0,Gurugram,2020,Healthcare
TrulyMadly Matchmakers,Dating app,Early Stage,110000.0,Gurugram,2020,Other
TrueFan,Media,Early Stage,4300000.0,Mumbai,2020,Other
Fanspole,Gaming,Early Stage,111909478.7413793,Mumbai,2020,Other
Byju's,EdTech,unknown,122000000.0,Bangalore,2020,Technology
Avail Finance,Fintech,Series A to Series H,11635000.0,Bangalore,2020,Technology
The Money Club,AI,unknown,111909478.7413793,Delhi,2020,Other
Virohan,Healthcare/Edtech,Early Stage,2800000.0,Gurgaon,2020,Technology
OneCode,Social Commerce,Early Stage,111909478.7413793,Gurugram,2020,E-Commerce & Marketplace
Verloop.io,AI,unknown,5000000.0,unknown,2020,Other
Otipy,Agritech/Commerce,Early Stage,1000000.0,unknown,2020,Technology
Evage,Mobility tech,unknown,111909478.7413793,Chandigarh,2020,Technology
LEAD School,EdTech,Series A to Series H,28000000.0,Mumbai,2020,Technology
Trell,Social e-commerce,Series A to Series H,11000000.0,Bangalore,2020,E-Commerce & Marketplace
Captain Fresh,Food & Logistics,Early Stage,2300000.0,Bangalore,2020,Food & Agriculture
Teachmint,EdTech,unknown,111909478.7413793,Bangalore,2020,Technology
Pixxel,SpaceTech,Early Stage,5000000.0,Bangalore,2020,Technology
Habbit Health,Nutrition Tech,Early Stage,111909478.7413793,Delhi,2020,Technology
SmarterBiz,Tech,Early Stage,1065000.0,Bangalore,2020,Technology
Able Jobs,HR,unknown,2000000.0,Bangalore,2020,Other
Vieroots,Healthtech,unknown,111909478.7413793,Kochi,2020,Technology
Stack Finance,Fintech,Early Stage,111909478.7413793,Bangalore,2020,Technology
FPL Technologies,Fintech,Series A to Series H,10000000.0,Pune,2020,Technology
Masai School,EdTech,Series A to Series H,2500000.0,Bangalore,2020,Technology
Mitron,Media,Series A to Series H,5000000.0,Bangalore,2020,Other
Daalchini,IoT,Early Stage,669000.0,unknown,2020,Other
Suno India,Media,Angel and Grants,111909478.7413793,unknown,2020,Other
LendingKart,Fintech,Series A to Series H,16076000.0,Ahmedabad,2020,Technology
Text Mercato,nan,Series A to Series H,649600.0,Bangalore,2020,Other
Eden Smart Homes,IoT,unknown,111909478.7413793,unknown,2020,Other
GrayQuest,EdTech,Early Stage,1000000.0,Mumbai,2020,Technology
BigHaat,Agritech,Early Stage,2000000.0,Bangalore,2020,Technology
CityCash,Fintech,Early Stage,1000000.0,Mumbai,2020,Technology
HomeLane,Interior design,Series A to Series H,1000000.0,Chennai,2020,Other
HungerBox,Foodtech,Series A to Series H,6700000.0,Bangalore,2020,Technology
DaveAI,AI,unknown,111909478.7413793,Bangalore,2020,Other
Eduvanz,Fintech,Series A to Series H,5000000.0,Mumbai,2020,Technology
ZipLoan,Fintech,unknown,2000000.0,Delhi,2020,Technology
DocSumo,AI,Early Stage,220000.0,Mumbai,2020,Other
CUSMAT,AR/VR,unknown,111909478.7413793,Warangal,2020,Other
Chingari,Media,Early Stage,1300000.0,Bangalore,2020,Other
Bolo Indya,Media,Early Stage,300000.0,Gurugram,2020,Other
Data Sutram,AI,unknown,266500.0,Kolkata,2020,Other
Wobot Intelligence,AI,Early Stage,2500000.0,Delhi,2020,Other
DrinkPrime,Appliance,Early Stage,2879000.0,Bangalore,2020,Other
Infeedo,HR tech,unknown,700000.0,Gurugram,2020,Technology
Probus Smart Things,IoT,Early Stage,111909478.7413793,Delhi,2020,Other
CrowdPouch,Tech,Angel and Grants,111909478.7413793,Bangalore,2020,Technology
Rebel Foods,Food tech,Series A to Series H,26500000.0,Mumbai,2020,Technology
Hevo,Tech,Series A to Series H,8000000.0,Bangalore,2020,Technology
BigSpoon Foods,Foodtech,Early Stage,2000000.0,Ahmedabad,2020,Technology
Chingari,Media,Early Stage,1000000.0,Bangalore,2020,Other
ShareChat,Media,unknown,351000.0,Bangalore,2020,Other
DatStop,Hospitality,unknown,111909478.7413793,Delhi,2020,Other
IPHM Services,Mental Health,Early Stage,111909478.7413793,Mumbai,2020,Healthcare
Wellcure,Healthtech,unknown,200000.0,Gurugram,2020,Technology
VilCart,Ecommerce,Later Stage,111909478.7413793,Bangalore,2020,E-Commerce & Marketplace
Firescore,Gaming,unknown,500000.0,Mumbai,2020,Other
BulBul,Social commerce,unknown,111909478.7413793,Gurgaon,2020,E-Commerce & Marketplace
Toppr,Edtech,Series A to Series H,46761000.0,Mumbai,2020,Technology
Pickright Technologies,Fintech,Early Stage,175000.0,Bangalore,2020,Technology
Muse Wearables,Tech,unknown,3000000.0,Chennai,2020,Technology
SATYA Microcapital,Fintech,unknown,111909478.7413793,Delhi,2020,Technology
WYN Studio,Media,Early Stage,111909478.7413793,Gurugram,2020,Other
Fourth Partner Energy,Solar Solution,unknown,15000000.0,Bangalore,2020,Other
Entri,Edtech,Early Stage,1700000.0,Kochi,2020,Technology
Snack Amor,Foodtech,unknown,111909478.7413793,Mumbai,2020,Technology
MPowered,SaaS,Early Stage,21000000.0,Gurugram,2020,Other
Leap Club,Social e-commerce,unknown,111909478.7413793,Gurugram,2020,E-Commerce & Marketplace
Ather Energy,Automobile,Series A to Series H,11241000.0,Bangalore,2020,Autommotive $ Transportation
Gigforce,HR tech,unknown,804000.0,Bangalore,2020,Technology
Vegrow,Agritech,Early Stage,2500000.0,Bangalore,2020,Technology
Finn,Fintech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Bijnis,B2B marketplace,Series A to Series H,10000000.0,unknown,2020,E-Commerce & Marketplace
iNurture,Edtech,unknown,1340000.0,Bangalore,2020,Technology
StyleDotMe,Fashion Tech,Early Stage,467000.0,Gurugram,2020,Technology
Ripsey,Nutrition tech,unknown,133000.0,Mumbai,2020,Technology
ThriveFNC,Health & Wellness,Early Stage,111909478.7413793,Pune,2020,Healthcare
Vedantu,Edtech,Series A to Series H,100000000.0,Bangalore,2020,Technology
Magicpin,nan,Series A to Series H,7000000.0,Gurugram,2020,Other
Procol,Agritech,unknown,3823000.0,Delhi,2020,Technology
Yumlane,Cloud Kitchen,Early Stage,1000000.0,Mumbai,2020,Other
Crio,Edtech,unknown,934000.0,Bangalore,2020,Technology
Openapp,IoT,unknown,500000.0,Bangalore,2020,Other
PumPumPum,IoT/Automobile,unknown,293000.0,Gurugram,2020,Autommotive $ Transportation
uFony Services Pvt ltd,Edtech,unknown,111909478.7413793,Pune,2020,Technology
Protinus Fashion Networking Pvt Ltd,Fashion,Early Stage,111909478.7413793,Mumbai,2020,Other
Uable,Edtech,Early Stage,111909478.7413793,Bangalore,2020,Technology
ParkSmart,IoT,unknown,198000.0,Delhi,2020,Other
Plum,Healthtech,Early Stage,927000.0,Bangalore,2020,Technology
IncNut Digital,Ecommerce,Series A to Series H,4000000.0,Hyderabad,2020,E-Commerce & Marketplace
GigIndia,Tech,Early Stage,971000.0,Pune,2020,Technology
Specsmaker,Eye Wear,unknown,3060000.0,Chennai,2020,Other
Piggy Ride,SaaS,Early Stage,1862000.0,Bangalore,2020,Other
Chai Waale,Beverage,unknown,232000.0,Chennai,2020,Food & Agriculture
NOTO,Food,Early Stage,111909478.7413793,Mumbai,2020,Food & Agriculture
Cuemath,Edtech,Series A to Series H,2888000.0,Bangalore,2020,Technology
Cars24,Automobile,unknown,1328000.0,Gurgaon,2020,Autommotive $ Transportation
JetSynthesys,Digital tech,unknown,40000000.0,Pune,2020,Technology
Earth Energy EV,Automobile,Early Stage,111909478.7413793,Mumbai,2020,Autommotive $ Transportation
Green Cure,Health & Wellness,unknown,111909478.7413793,Delhi,2020,Healthcare
Blue Sky Analytics,Data Intelligence,Early Stage,1200000.0,Gurugram,2020,Other
Edhusk,Edtech,unknown,111909478.7413793,Jaipur,2020,Technology
Decentro,Fintech,Series A to Series H,15500000.0,Bangalore,2020,Technology
Zolostays,Co-living,Series A to Series H,56000000.0,Bangalore,2020,Other
Frontier Markets,Ecommerce,Early Stage,2250000.0,Jaipur,2020,E-Commerce & Marketplace
Brainwired,Agritech,unknown,111909478.7413793,Kerala,2020,Technology
Aye Finance,Fintech,Series A to Series H,16753000.0,Gurugram,2020,Technology
Paper Boat,Food & Beverages,unknown,3700000.0,Gurugram,2020,Food & Agriculture
Ken42,Edtech,unknown,1470000.0,Bangalore,2020,Technology
Forbidden Foods,Food,Early Stage,1000000.0,Delhi,2020,Food & Agriculture
Universal Sportsbiz,Fashion,unknown,530000.0,Bangalore,2020,Other
Gobbly,Retail Tech,Early Stage,500000.0,Gurugram,2020,Technology
Aerostrovilos,Automotive,unknown,111909478.7413793,Chennai,2020,Autommotive $ Transportation
Mitron,Media,Early Stage,267000.0,Bangalore,2020,Other
Bulk MRO,B2B,unknown,3344000.0,Mumbai,2020,Other
Inspektlabs,AI,Early Stage,600000.0,Delhi,2020,Other
Big Bang Boom Solutions,Defense tech,Series A to Series H,1000000.0,Chennai,2020,Technology
Flinto,Edtech,Early Stage,7200000.0,Chennai,2020,Technology
Zetwerk,Marketplace,Series A to Series H,21000000.0,Bangalore,2020,E-Commerce & Marketplace
ChitMonks,Fintech,Early Stage,650000.0,Hyderabad,2020,Technology
Walrus,Fintech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Arth Designbuild,Construction tech,unknown,1100000.0,Hyderebad,2020,Technology
goDutch,Fintech,Early Stage,1700000.0,Mumbai,2020,Technology
Rusk Media,Digital Media,Early Stage,111909478.7413793,Delhi,2020,Other
Bold Care,Health & Wellness,Early Stage,111909478.7413793,Mumbai,2020,Healthcare
Samosa Party,Food,unknown,111909478.7413793,Bangalore,2020,Food & Agriculture
High Street Essentials,Ecommerce,Early Stage,2743000.0,New Delhi,2020,E-Commerce & Marketplace
Byju's,Edtech,unknown,111909478.7413793,Bangalore,2020,Technology
Slice,Fintech,Early Stage,6082000.0,Bangalore,2020,Technology
Bombay Play,Gaming,Early Stage,1500000.0,Bangalore,2020,Other
Fullife,Healthtech,unknown,6609000.0,Mumbai,2020,Technology
Oziva,Nutrition,Series A to Series H,5000000.0,unknown,2020,Other
Aye Finance,Fintech,Series A to Series H,27700000.0,Gurugram,2020,Technology
Aether Biomedical,Medtech,Early Stage,111909478.7413793,Delhi,2020,Technology
91springboard,Coworking,unknown,5940000.0,Delhi,2020,Other
Yulu,Micro-mobiity,unknown,3964000.0,unknown,2020,Other
Milkbasket,Logistics,unknown,5500000.0,Gurugram,2020,Autommotive $ Transportation
MergerDomo,Marketplace,unknown,197000.0,Noida,2020,E-Commerce & Marketplace
GoMechanic,Auto-tech,Series A to Series H,111909478.7413793,Delhi,2020,Technology
Milk Mantra,Food,unknown,10000000.0,Odisha,2020,Food & Agriculture
Myglamm,Beauty,unknown,4327000.0,Mumbai,2020,Other
Drishti Technologies,AI,Series A to Series H,25000000.0,Bangalore,2020,Other
Instasolv,Edtech,Early Stage,2000000.0,Noida,2020,Technology
GoldenPi,Fintech,unknown,459000.0,Bangalore,2020,Technology
Peppermint,Robotics,Early Stage,111909478.7413793,unknown,2020,Other
Sarva,Yoga & wellness,unknown,111909478.7413793,Mumbai,2020,Healthcare
Jai Kisan,Fintech,Early Stage,3937000.0,Mumbai,2020,Technology
Agro2o,Agritech,unknown,111909478.7413793,New Delhi,2020,Technology
LetsTransport,Logitech,unknown,1313500.0,Bangalore,2020,Technology
GabbarDeals,Ecommerce,unknown,111909478.7413793,Pune,2020,E-Commerce & Marketplace
Crimson Healthcare,Med Tech,unknown,229800.0,Delhi,2020,Technology
Biomoneta,Life sciences,Early Stage,111909478.7413793,Bangalore,2020,Other
Edvizo,Edtech,Early Stage,150000.0,Bangalore,2020,Technology
Servify,SaaS,Series A to Series H,11370000.0,Mumbai,2020,Other
Drum Food,Food,unknown,5305000.0,Mumbai,2020,Food & Agriculture
Innoviti,SaaS,Series A to Series H,111909478.7413793,Bangalore,2020,Other
Jiffy ai,AI,Series A to Series H,18000000.0,unknown,2020,Other
Postman,Tech,Series A to Series H,150000000.0,unknown,2020,Technology
F5,Retail Aggregator,unknown,111909478.7413793,unknown,2020,Other
Waycool,Agritech,Series A to Series H,5500000.0,Chennai,2020,Technology
Myelin Foundry,Deep Tech AI,unknown,111909478.7413793,unknown,2020,Technology
Ameliorate Biotech,Biotech,Angel and Grants,264000.0,Bangalore,2020,Technology
Hapramp,Blockchain,unknown,1000000.0,Gurugram,2020,Other
MyKaam,HrTech,unknown,111909478.7413793,Bangalore,2020,Technology
HealthPlix,Healthtech,Series A to Series H,6000000.0,Bangalore,2020,Technology
YoloBus,Mobility/Transport,Series A to Series H,3300000.0,Gurugram,2020,Autommotive $ Transportation
iNurture Education,Edtech,unknown,4000000.0,unknown,2020,Technology
Pocket52,Gaming,Series A to Series H,1750000.0,Bangalore,2020,Other
QuaQua,Travel,unknown,1000000.0,Hyderabad,2020,Other
Crofarm,Agritech,unknown,1000000.0,Delhi,2020,Technology
Timios,Foodtech,Early Stage,111909478.7413793,Bangalore,2020,Technology
Wooden Street,Ecommerce,Series A to Series H,3000000.0,Jaipur,2020,E-Commerce & Marketplace
BankBazaar,Fintech,Series A to Series H,5967000.0,Chennai,2020,Technology
Rentmojo,Rental,unknown,2980000.0,Bangalore,2020,Other
Credgencies,AI & Debt,Early Stage,111909478.7413793,unknown,2020,Other
Knorish,SaaS/Edtech,Early Stage,323000.0,Delhi,2020,Technology
LetsTransport,Logitech,unknown,1326000.0,Bangalore,2020,Technology
Vahak,Transport,Early Stage,111909478.7413793,unknown,2020,Autommotive $ Transportation
Nutrova,Nutrition,Early Stage,111909478.7413793,Mumbai,2020,Other
Cube Wealth,SaaS,Later Stage,500000.0,Mumbai,2020,Other
IVF Access,Healthtech,Series A to Series H,5000000.0,Bangalore,2020,Technology
Hoi Foods,Foodtech,Early Stage,2000000.0,Delhi,2020,Technology
Ola Financial Services,Fintech,Series A to Series H,27000000.0,Bangalore,2020,Technology
Awifs,Co-working,unknown,5200000.0,Delhi,2020,Other
Dunzo,Logistics,unknown,55000000.0,Bangalore,2020,Autommotive $ Transportation
Swiflearn,Edtech,Early Stage,111909478.7413793,Gurugram,2020,Technology
Remedo,Healthtech,Early Stage,111909478.7413793,Delhi,2020,Technology
Blowhorn,Logistics,unknown,111909478.7413793,Bangalore,2020,Autommotive $ Transportation
Toch,AI,Early Stage,1000000.0,Mumbai,2020,Other
Gram Cover,Insurtech,Early Stage,111909478.7413793,Noida,2020,Technology
Coin DCX,Cryptocurrency,unknown,2500000.0,Mumbai,2020,Other
HomeCapital,Fintech,unknown,111909478.7413793,Mumbai,2020,Technology
Euler Motors,Automotive tech,Series A to Series H,2530000.0,Delhi,2020,Technology
Riskcovry,Insurtech,Early Stage,111909478.7413793,Mumbai,2020,Technology
NWNT (No Worry No Tension Healthcare),Healthtech,Early Stage,111909478.7413793,Delhi,2020,Technology
Voicezen,AI,unknown,111909478.7413793,Gurugram,2020,Other
Leap Club,nan,Early Stage,340000.0,Gurugram,2020,Other
Credit Mantri,Fintech,unknown,792000.0,Chennai,2020,Technology
Xtracap,Fintech,unknown,1000000.0,Gurugram,2020,Technology
Tring,Media,unknown,111909478.7413793,Mumbai,2020,Other
Vakilsearch,Legal,unknown,111909478.7413793,Chennai,2020,Other
Khatabook,Fintech,Series A to Series H,60000000.0,Bangalore,2020,Technology
LendingKart,Fintech,Series A to Series H,11363000.0,Ahmedabad,2020,Technology
Illumnus,Edtech,Early Stage,100000.0,unknown,2020,Technology
LetsTransport,Logitech,unknown,1715000.0,Bangalore,2020,Technology
Eggoz,Agritech,Early Stage,329000.0,Bihar,2020,Technology
Winuall,Edtech,unknown,111909478.7413793,Bangalore,2020,Technology
Indian School Finance Company,Fintech,Early Stage,5271000.0,Hyderabad,2020,Technology
Juicy Chemistry,nan,Series A to Series H,650000.0,unknown,2020,Other
DeepTek,Healthtech,unknown,111909478.7413793,Pune,2020,Technology
Stepathlon Lifestyle,Fitness,unknown,111909478.7413793,Mumbai,2020,Other
Sindhuja Microcredit,Fintech,unknown,8700000.0,Noida,2020,Technology
Rentmojo,Rental,unknown,3226000.0,Bangalore,2020,Other
Tesco Charge Zone,EV,unknown,111909478.7413793,Gujarat,2020,Other
Intello Labs,Supply chain,Series A to Series H,5900000.0,Gurugram,2020,Other
SirionLabs,SaaS,Series A to Series H,44000000.0,Gurugram,2020,Other
Magicpin,nan,unknown,3879000.0,Gurugram,2020,Other
GroCurv,B2B,Early Stage,111909478.7413793,Gurugram,2020,Other
Refrens,SaaS,Early Stage,1000000.0,Bangalore,2020,Other
Shiprocket,Logitech,Series A to Series H,13000000.0,unknown,2020,Technology
Spyne,AI,Early Stage,111909478.7413793,Gurugram,2020,Other
Nykaa,Ecommerce,unknown,8800000.0,Mumbai,2020,E-Commerce & Marketplace
Docsapp,Healthtech,unknown,9500000.0,Bangalore,2020,Technology
Phable,Healthtech,Early Stage,1000000.0,unknown,2020,Technology
Generic Aadhaar,Pharma,unknown,111909478.7413793,unknown,2020,Other
Nium,Fintech,unknown,111909478.7413793,unknown,2020,Technology
Mintoak,Fintech,Early Stage,2000000.0,Mumbai,2020,Technology
VestSpace,Spacetech,unknown,10000000.0,Pune,2020,Technology
Blackbuck,Logistics,unknown,111909478.7413793,Bangalore,2020,Autommotive $ Transportation
Vernacular ai,AI,Series A to Series H,5100000.0,Bangalore,2020,Other
Clover,Agritech,unknown,920000.0,Bangalore,2020,Technology
Varthana,Fintech,Series A to Series H,15000000.0,Bangalore,2020,Technology
Codeninja,SaaS,Early Stage,111909478.7413793,Bangalore,2020,Other
MetaMerphoSys,Insurance technology,Early Stage,111909478.7413793,Pune,2020,Technology
Rooter,Gaming,Early Stage,1700000.0,Delhi,2020,Other
Aker Foods,Foodtech & Logistics,unknown,111909478.7413793,Pune,2020,Technology
Sascan Meditech pvt ltd,Healthtech,unknown,111909478.7413793,Kerala,2020,Technology
DailyHunt,Media,unknown,35600000.0,unknown,2020,Other
Pratilipi,Media,Series A to Series H,9400000.0,Bangalore,2020,Other
Biryani By Kilo,Food,Series A to Series H,790000.0,Delhi,2020,Food & Agriculture
Consure Medical,Healthtech,unknown,480000.0,Delhi,2020,Technology
Servify,nan,unknown,250000.0,Mumbai,2020,Other
Tessol,Logistics,Series A to Series H,160000.0,Mumbai,2020,Autommotive $ Transportation
Remedo,Healthtech,Early Stage,111909478.7413793,Noida,2020,Technology
News Reach,Media,unknown,111909478.7413793,Ahmedabad,2020,Other
RoomSoom,Housing,unknown,111909478.7413793,Noida,2020,Other
Pedagogy,Edtech,unknown,400000.0,unknown,2020,Technology
Classplus,Edtech,Series A to Series H,8200000.0,Delhi,2020,Technology
Medlife,Pharmaceutical,unknown,15500000.0,Bangalore,2020,Other
Qin1,Edtech,unknown,111909478.7413793,Noida,2020,Technology
MYSUN,Tech,Early Stage,4257000.0,Delhi,2020,Technology
ShopX,Ecommerce,unknown,1410000.0,Bangalore,2020,E-Commerce & Marketplace
Sarva,Yoga & wellness,unknown,111909478.7413793,unknown,2020,Healthcare
Expertrons,AI,Early Stage,111909478.7413793,Mumbai,2020,Other
NewsBytes,Digital Media,Series A to Series H,1500000.0,Gurugram,2020,Other
Wagonfly,nan,unknown,500000.0,Bangalore,2020,Other
NIRA,Fintech,Early Stage,2100000.0,unknown,2020,Technology
Convosight,Data Analytics,Early Stage,4000000.0,Hyderabad,2020,Other
Fittr,Fitness,unknown,2000000.0,Pune,2020,Other
AsknBid,Investment Tech,unknown,111909478.7413793,Bangalore,2020,Technology
Bira91,Beverage,Series A to Series H,20000000.0,Bangalore,2020,Food & Agriculture
Finaureus Technologies,Fintech,Early Stage,111909478.7413793,Pune,2020,Technology
Daily Ninja,Ecommerce,unknown,349800.0,Haryana,2020,E-Commerce & Marketplace
